Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2012","2012","t","6034","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2012","2012","1000 USD","16125","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2013","2013","t","14462","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2013","2013","1000 USD","30650","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2014","2014","t","8804.48","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2014","2014","1000 USD","29322","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2015","2015","t","9666.32","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2015","2015","1000 USD","32570","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2016","2016","t","8942.11","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2016","2016","1000 USD","27316","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2017","2017","t","17646.27","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2017","2017","1000 USD","37958","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2018","2018","t","10913.36","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2018","2018","1000 USD","31381","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2019","2019","t","8751.59","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2019","2019","1000 USD","24700","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2020","2020","t","4514.54","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2020","2020","1000 USD","9005","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2021","2021","t","9139.39","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2021","2021","1000 USD","18554","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2022","2022","t","11411.37","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2022","2022","1000 USD","23992","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2023","2023","t","30825.33","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","34550","Animal or vegetable fats and oils and their fractions, chemically modified, except those hydrogenated, inter-esterified, re-esterified or elaidinized; inedible mixtures or preparations of animal or vegetable fats or oils","2023","2023","1000 USD","47677","A","Official figure",""
