Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","5910","Export quantity","21155","Edible offal of sheep, fresh, chilled or frozen","2013","2013","t","2501","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21155","Edible offal of sheep, fresh, chilled or frozen","2013","2013","1000 USD","2950","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21155","Edible offal of sheep, fresh, chilled or frozen","2014","2014","t","851.4","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21155","Edible offal of sheep, fresh, chilled or frozen","2014","2014","1000 USD","577","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21155","Edible offal of sheep, fresh, chilled or frozen","2015","2015","t","766.39","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21155","Edible offal of sheep, fresh, chilled or frozen","2015","2015","1000 USD","1355","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21155","Edible offal of sheep, fresh, chilled or frozen","2016","2016","t","568.83","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21155","Edible offal of sheep, fresh, chilled or frozen","2016","2016","1000 USD","654","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21155","Edible offal of sheep, fresh, chilled or frozen","2017","2017","t","1011","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21155","Edible offal of sheep, fresh, chilled or frozen","2017","2017","1000 USD","1296","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21155","Edible offal of sheep, fresh, chilled or frozen","2018","2018","t","3022.28","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21155","Edible offal of sheep, fresh, chilled or frozen","2018","2018","1000 USD","10310","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21155","Edible offal of sheep, fresh, chilled or frozen","2019","2019","t","437.84","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21155","Edible offal of sheep, fresh, chilled or frozen","2019","2019","1000 USD","1864","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21155","Edible offal of sheep, fresh, chilled or frozen","2020","2020","t","95.44","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21155","Edible offal of sheep, fresh, chilled or frozen","2020","2020","1000 USD","146","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21155","Edible offal of sheep, fresh, chilled or frozen","2021","2021","t","3.76","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21155","Edible offal of sheep, fresh, chilled or frozen","2021","2021","1000 USD","31","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21155","Edible offal of sheep, fresh, chilled or frozen","2022","2022","t","383.76","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21155","Edible offal of sheep, fresh, chilled or frozen","2022","2022","1000 USD","945","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21155","Edible offal of sheep, fresh, chilled or frozen","2023","2023","t","277.94","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21155","Edible offal of sheep, fresh, chilled or frozen","2023","2023","1000 USD","433","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2000","2000","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2001","2001","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2002","2002","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2003","2003","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2004","2004","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2005","2005","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2006","2006","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2007","2007","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2008","2008","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2009","2009","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2010","2010","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2011","2011","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2012","2012","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21160.02","Edible offals and liver of geese, fresh, chilled or frozen","2013","2013","1000 USD","0","E","Estimated value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2000","2000","t","535","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2000","2000","1000 USD","147","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2001","2001","t","667","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2001","2001","1000 USD","216","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2002","2002","t","433","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2002","2002","1000 USD","159","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2003","2003","t","2467","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2003","2003","1000 USD","642","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2004","2004","t","1017","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2004","2004","1000 USD","519","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2005","2005","t","461","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2005","2005","1000 USD","217","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2006","2006","t","546","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2006","2006","1000 USD","371","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2007","2007","t","583","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2007","2007","1000 USD","268","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2008","2008","t","1703","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2008","2008","1000 USD","1123","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2009","2009","t","1850","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2009","2009","1000 USD","978","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2010","2010","t","1630","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2010","2010","1000 USD","876","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2011","2011","t","1506","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2011","2011","1000 USD","1006","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2012","2012","t","1082","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2012","2012","1000 USD","623","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2013","2013","t","1126","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2013","2013","1000 USD","1057","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2014","2014","t","699.82","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2014","2014","1000 USD","862","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2015","2015","t","511.14","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2015","2015","1000 USD","633","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2016","2016","t","1065.88","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2016","2016","1000 USD","962","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2017","2017","t","522.02","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2017","2017","1000 USD","712","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2018","2018","t","358.85","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2018","2018","1000 USD","359","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2019","2019","t","397.13","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2019","2019","1000 USD","454","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","t","1658.84","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2020","2020","1000 USD","1062","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2021","2021","t","3500.06","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2021","2021","1000 USD","2477","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","t","487.41","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2022","2022","1000 USD","603","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2023","2023","t","552.67","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2023","2023","1000 USD","747","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2000","2000","t","8","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2000","2000","1000 USD","2","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2001","2001","t","25","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2001","2001","1000 USD","5","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2002","2002","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2002","2002","1000 USD","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2003","2003","t","630","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2003","2003","1000 USD","488","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2004","2004","t","670","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2004","2004","1000 USD","695","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2005","2005","t","155","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2005","2005","1000 USD","229","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2006","2006","t","1902","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2006","2006","1000 USD","2140","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2007","2007","t","338","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2007","2007","1000 USD","465","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2008","2008","t","29","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2008","2008","1000 USD","28","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2009","2009","t","174","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2009","2009","1000 USD","47","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2010","2010","t","149","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2010","2010","1000 USD","36","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2011","2011","t","166","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2011","2011","1000 USD","50","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2012","2012","t","275","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2012","2012","1000 USD","147","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2013","2013","t","126","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2013","2013","1000 USD","84","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2014","2014","t","1837.65","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2014","2014","1000 USD","749","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2015","2015","t","49.07","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2015","2015","1000 USD","49","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2016","2016","t","11.24","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2016","2016","1000 USD","8","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2017","2017","t","78.36","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2017","2017","1000 USD","39","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2018","2018","t","29.34","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2018","2018","1000 USD","23","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2019","2019","t","13.79","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2019","2019","1000 USD","13","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2020","2020","t","92.11","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2020","2020","1000 USD","82","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2021","2021","t","630.56","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2021","2021","1000 USD","262","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2022","2022","t","706.12","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2022","2022","1000 USD","313","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01233","Eggplants (aubergines)","2023","2023","t","821.23","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","01233","Eggplants (aubergines)","2023","2023","1000 USD","414","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0232","Eggs from other birds in shell, fresh, n.e.c.","2013","2013","t","3165","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0232","Eggs from other birds in shell, fresh, n.e.c.","2013","2013","1000 USD","4854","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0232","Eggs from other birds in shell, fresh, n.e.c.","2014","2014","t","5541.84","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0232","Eggs from other birds in shell, fresh, n.e.c.","2014","2014","1000 USD","6341","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0232","Eggs from other birds in shell, fresh, n.e.c.","2015","2015","t","5112.88","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0232","Eggs from other birds in shell, fresh, n.e.c.","2015","2015","1000 USD","9646","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0232","Eggs from other birds in shell, fresh, n.e.c.","2016","2016","t","1956.87","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0232","Eggs from other birds in shell, fresh, n.e.c.","2016","2016","1000 USD","2291","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0232","Eggs from other birds in shell, fresh, n.e.c.","2017","2017","t","147.08","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0232","Eggs from other birds in shell, fresh, n.e.c.","2017","2017","1000 USD","221","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0232","Eggs from other birds in shell, fresh, n.e.c.","2018","2018","t","671.38","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0232","Eggs from other birds in shell, fresh, n.e.c.","2018","2018","1000 USD","786","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0232","Eggs from other birds in shell, fresh, n.e.c.","2019","2019","t","38.28","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0232","Eggs from other birds in shell, fresh, n.e.c.","2019","2019","1000 USD","517","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0232","Eggs from other birds in shell, fresh, n.e.c.","2020","2020","t","237.53","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0232","Eggs from other birds in shell, fresh, n.e.c.","2020","2020","1000 USD","1087","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0232","Eggs from other birds in shell, fresh, n.e.c.","2021","2021","t","127.08","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0232","Eggs from other birds in shell, fresh, n.e.c.","2021","2021","1000 USD","782","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0232","Eggs from other birds in shell, fresh, n.e.c.","2022","2022","t","48.78","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0232","Eggs from other birds in shell, fresh, n.e.c.","2022","2022","1000 USD","357","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0232","Eggs from other birds in shell, fresh, n.e.c.","2023","2023","t","0.81","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","0232","Eggs from other birds in shell, fresh, n.e.c.","2023","2023","1000 USD","5","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2000","2000","t","957","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2000","2000","1000 USD","2481","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2001","2001","t","1775","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2001","2001","1000 USD","5241","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2002","2002","t","3366","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2002","2002","1000 USD","8893","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2003","2003","t","3239","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2003","2003","1000 USD","10717","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2004","2004","t","2202","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2004","2004","1000 USD","6265","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2005","2005","t","7699","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2005","2005","1000 USD","25544","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2006","2006","t","8725","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2006","2006","1000 USD","33648","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2007","2007","t","7719","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2007","2007","1000 USD","36751","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2008","2008","t","7250","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2008","2008","1000 USD","41961","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2009","2009","t","6763","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2009","2009","1000 USD","25971","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2010","2010","t","6085","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2010","2010","1000 USD","26770","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2011","2011","t","6240","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2011","2011","1000 USD","29013","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2012","2012","t","8053","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2012","2012","1000 USD","36896","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2013","2013","t","8846","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2013","2013","1000 USD","46463","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2014","2014","t","9974.59","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2014","2014","1000 USD","48796","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2015","2015","t","10705.47","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2015","2015","1000 USD","49815","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2016","2016","t","7157.73","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2016","2016","1000 USD","35115","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2017","2017","t","6777.14","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2017","2017","1000 USD","31962","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2018","2018","t","7275.24","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2018","2018","1000 USD","38399","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2019","2019","t","7531.34","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2019","2019","1000 USD","36385","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2020","2020","t","5601.12","A","Official figure",""
"TCL","Crops and livestock products","356","India","5922","Export value","23993.03","Eggs, dried","2020","2020","1000 USD","27604","A","Official figure",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23993.03","Eggs, dried","2021","2021","t","5731.71","A","Official figure",""
